# index, _pos
3693,"array([-2.07470134,  0.65872515])"
3694,"array([-2.8115109 ,  0.70682637])"
3695,"array([-2.78000317,  0.72717608])"
3696,"array([-2.08060541,  0.81999365])"
3697,"array([-2.08090064,  0.78105219])"
3698,"array([-2.23510549,  0.83554924])"
3699,"array([-2.46021176,  1.03914059])"
3700,"array([-2.37653081,  0.84359458])"
3701,"array([-2.37734619,  0.8288242 ])"
3702,"array([-2.29142026,  0.77162267])"
3703,"array([-2.53447509,  0.6413316 ])"
3704,"array([-1.8729979 ,  0.82404577])"
3705,"array([-1.89655932,  0.817832  ])"
3706,"array([-1.56639481,  0.64177319])"
3707,"array([-1.60077965,  0.63255487])"
3708,"array([-1.63438713,  0.6160812 ])"
3709,"array([-2.53112114,  0.510604  ])"
3710,"array([-1.61368146,  0.41606358])"
3711,"array([-2.3922332 ,  0.98666413])"
3712,"array([-2.43624659,  1.0047211 ])"
3713,"array([-2.35506231,  0.96207895])"
3714,"array([-2.66467058,  0.70756407])"
3715,"array([-2.67638212,  0.73414698])"
3716,"array([-2.53805941,  0.70235756])"
3717,"array([-2.62837564,  0.45531354])"
3718,"array([-2.22528818,  1.13998966])"
3719,"array([-1.80120811,  1.10889349])"
3720,"array([-1.59411456,  0.53747462])"
3721,"array([-2.03036417,  1.07755605])"
3722,"array([-2.05272732,  1.05372446])"
3723,"array([-2.08701506,  1.10973201])"
3724,"array([-2.38784161,  0.69646982])"
3725,"array([-2.27359224,  0.89846138])"
3726,"array([-2.29939564,  0.98192718])"
3727,"array([-2.35221843,  0.94052654])"
3728,"array([-1.65019084,  1.08828344])"
3729,"array([-1.6812351 ,  1.07289339])"
3730,"array([-2.46516212,  0.48966955])"
3731,"array([-2.19799831,  1.13999278])"
3732,"array([-2.07031476,  0.88861161])"
3733,"array([-2.02964764,  1.16955598])"
3734,"array([-2.68662165,  1.06281651])"
3735,"array([-2.65512867,  1.08410489])"
3736,"array([-2.58863704,  0.50946241])"
3737,"array([-1.61483655,  0.5323462 ])"
3738,"array([-1.97251587,  1.23672483])"
3739,"array([-2.55012091,  0.67466553])"
3740,"array([-2.32627096,  0.96762489])"
3741,"array([-2.14089541,  0.61002979])"
3742,"array([-2.31631201,  0.86514042])"
3743,"array([-1.66841606,  1.12761569])"
3744,"array([-2.67440189,  0.47197865])"
3745,"array([-1.8397524 ,  0.61826666])"
3746,"array([-2.23187728,  0.63610091])"
3747,"array([-1.76949937,  0.68692773])"
3748,"array([-1.78561415,  0.69671506])"
3749,"array([0.42990706, 0.89496261])"
3750,"array([0.35584524, 0.83489801])"
3751,"array([0.33358728, 0.8321753 ])"
3752,"array([0.31440745, 0.67243203])"
3753,"array([0.42526606, 0.96282677])"
3754,"array([0.38336344, 0.96186281])"
3755,"array([0.45814533, 0.93541929])"
3756,"array([0.33490912, 1.20572   ])"
3757,"array([0.33609079, 1.17893454])"
3758,"array([0.41177954, 1.19573867])"
3759,"array([0.42335394, 1.22054149])"
3760,"array([0.33587755, 0.90840715])"
3761,"array([0.31197413, 0.91896923])"
3762,"array([0.33353915, 0.8668176 ])"
3763,"array([0.24580023, 0.81899769])"
3764,"array([0.30564113, 0.85057227])"
3765,"array([0.23777651, 0.79368603])"
3766,"array([0.32198648, 0.85493628])"
3767,"array([0.38737475, 0.83513573])"
3768,"array([0.46636753, 0.85256741])"
3769,"array([0.01080602, 1.08509106])"
3770,"array([-0.06735779,  0.98587494])"
3771,"array([0.2875876 , 1.00144348])"
3772,"array([0.27904502, 1.02462127])"
3773,"array([0.30318142, 0.69606237])"
3774,"array([0.41867505, 1.00013179])"
3775,"array([0.34764325, 1.12343241])"
3776,"array([0.37182835, 1.08606677])"
3777,"array([0.35728876, 1.08301906])"
3778,"array([0.47139533, 0.90311381])"
3779,"array([0.36988274, 1.06216864])"
3780,"array([0.28523922, 1.06939018])"
3781,"array([0.26370733, 1.04216719])"
3782,"array([0.04032781, 1.00878696])"
3783,"array([0.31461489, 0.96498133])"
3784,"array([0.33297002, 0.96110154])"
3785,"array([0.25889714, 0.90390283])"
3786,"array([0.23122442, 1.02617945])"
3787,"array([0.24133048, 0.94747484])"
3788,"array([0.28374829, 0.89080325])"
3789,"array([0.23970487, 0.88235107])"
3790,"array([0.31693243, 1.07455474])"
3791,"array([0.37851845, 1.19564422])"
3792,"array([0.37469102, 1.16832606])"
3793,"array([0.33751612, 0.80357607])"
3794,"array([0.32370771, 0.76468788])"
3795,"array([0.31379651, 0.72506189])"
3796,"array([0.45763824, 1.08629529])"
3797,"array([0.38417892, 1.03911612])"
3798,"array([0.25304092, 0.9748013 ])"
3799,"array([0.48382674, 1.08863362])"
3800,"array([0.39014705, 1.02075415])"
3801,"array([0.3128927 , 0.94796904])"
3802,"array([0.32652102, 0.70394294])"
3803,"array([0.26659822, 0.74422421])"
3804,"array([0.33508333, 0.68379298])"
3805,"array([0.48648025, 0.99736125])"
3806,"array([0.45877736, 0.83661235])"
3807,"array([0.48529262, 0.8597528 ])"
3808,"array([0.36089129, 0.72915482])"
3809,"array([0.29841135, 1.12134806])"
3810,"array([0.60885981, 1.01126433])"
3811,"array([0.56744111, 0.99980762])"
3812,"array([0.4248705 , 0.87304482])"
3813,"array([0.41072248, 0.86054677])"
3814,"array([0.55817546, 0.96195065])"
3815,"array([0.66701156, 1.0009292 ])"
3816,"array([0.43472913, 1.06454652])"
3817,"array([0.49474973, 1.06390678])"
3818,"array([0.61064151, 0.90441401])"
3819,"array([0.69615405, 1.00510085])"
3820,"array([0.18976685, 1.08719305])"
3821,"array([0.64404304, 1.01503059])"
3822,"array([0.41164236, 1.15743003])"
3823,"array([0.3992057 , 1.12757848])"
3824,"array([0.26768645, 0.9943684 ])"
3825,"array([0.24545885, 0.99722449])"
3826,"array([0.4493509, 0.9555429])"
3827,"array([0.43007249, 0.67260384])"
3828,"array([0.45030439, 0.65217547])"
3829,"array([0.19470457, 0.88992626])"
3830,"array([0.18053211, 0.87942877])"
3831,"array([0.59492919, 0.980434  ])"
3832,"array([0.15658422, 0.86177652])"
3833,"array([0.1730292 , 0.84732905])"
3834,"array([0.41771571, 1.01716383])"
3835,"array([0.45335208, 1.01966308])"
3836,"array([0.36465066, 0.96231259])"
3837,"array([0.21369316, 0.87964402])"
3838,"array([0.41675349, 0.84243977])"
3839,"array([0.45796636, 0.82027094])"
3840,"array([0.43385155, 0.82060579])"
3841,"array([0.31475629, 0.98570087])"
3842,"array([0.29006685, 0.97750547])"
3843,"array([0.43562457, 0.84408952])"
3844,"array([0.44989364, 0.85297586])"
3845,"array([0.22117252, 0.94015743])"
3846,"array([0.30461341, 1.0510635 ])"
3847,"array([0.30575885, 1.02701338])"
3848,"array([0.20256822, 0.91755227])"
3849,"array([0.6362723 , 0.98632785])"
3850,"array([0.43838104, 1.03395369])"
3851,"array([0.41686256, 1.03545226])"
3852,"array([0.52679055, 0.68502833])"
3853,"array([0.49701915, 0.69129595])"
3854,"array([0.50025483, 1.10910183])"
3855,"array([0.40207642, 1.0568119 ])"
3856,"array([0.46882449, 0.67699359])"
3857,"array([0.25914479, 1.07923501])"
3858,"array([0.34608144, 1.03105268])"
3859,"array([0.32894258, 1.01932538])"
3860,"array([0.17432975, 0.99436127])"
3861,"array([0.47405271, 0.71553989])"
3862,"array([0.46538038, 0.87046932])"
3863,"array([0.45034622, 0.99705541])"
3864,"array([0.51089146, 0.99873067])"
3865,"array([0.36481142, 0.7885832 ])"
3866,"array([0.38196222, 0.79336567])"
3867,"array([0.23884049, 0.91261068])"
3868,"array([0.33248583, 0.99367217])"
3869,"array([0.12904178, 1.04929252])"
3870,"array([0.14920715, 1.02954619])"
3871,"array([0.41626688, 1.09440845])"
3872,"array([0.26101909, 0.924021  ])"
3873,"array([0.18040289, 0.95433235])"
3874,"array([0.2014101 , 0.94869453])"
3875,"array([0.33364723, 0.74179241])"
3876,"array([0.47999108, 1.11197518])"
3877,"array([0.46381048, 1.11166812])"
3878,"array([0.34525299, 0.75845647])"
3879,"array([0.36747227, 0.99216594])"
3880,"array([0.57999294, 0.90880747])"
3881,"array([0.44917308, 1.15697924])"
3882,"array([0.48287442, 1.17058242])"
3883,"array([0.44585664, 1.20160385])"
3884,"array([0.37738945, 0.7679025 ])"
3885,"array([0.39527414, 0.75668931])"
3886,"array([0.22712755, 1.05419199])"
3887,"array([0.50745416, 1.0918806 ])"
3888,"array([0.53110671, 1.1104095 ])"
3889,"array([0.52704876, 1.05528319])"
3890,"array([0.53065928, 1.0827301 ])"
3891,"array([0.20098196, 1.03039781])"
3892,"array([0.3048899 , 0.76336316])"
3893,"array([0.38817647, 1.10287274])"
3894,"array([0.36404385, 0.75111426])"
3895,"array([0.217348  , 0.90287712])"
3896,"array([0.20539392, 1.06149823])"
3897,"array([0.44947934, 0.88650419])"
3898,"array([0.41279931, 0.90284771])"
3899,"array([0.14203116, 0.90503423])"
3900,"array([0.17309223, 0.90051987])"
3901,"array([0.50652252, 0.88834819])"
3902,"array([0.18775579, 1.00861818])"
3903,"array([0.20083141, 0.97847138])"
3904,"array([0.34342783, 0.78161118])"
3905,"array([0.26255973, 0.81013831])"
3906,"array([0.4082259 , 0.80937182])"
3907,"array([0.40899235, 0.97827376])"
3908,"array([0.51275581, 0.94705028])"
3909,"array([0.55484311, 1.10112569])"
3910,"array([0.47211509, 1.1918345 ])"
3911,"array([0.32384936, 0.92979999])"
3912,"array([0.40105258, 1.09020321])"
3913,"array([0.38540418, 1.14686891])"
3914,"array([0.43860567, 0.73521999])"
3915,"array([0.41561236, 1.11444203])"
3916,"array([0.44992212, 1.12486418])"
3917,"array([0.47077258, 1.15871186])"
3918,"array([0.38072922, 0.93603528])"
3919,"array([0.19748027, 0.86480709])"
3920,"array([0.18689385, 0.91283938])"
3921,"array([0.32133908, 1.12935461])"
3922,"array([0.36232029, 1.14873572])"
3923,"array([0.48377781, 0.84168628])"
3924,"array([0.51591025, 0.82569155])"
3925,"array([0.53946099, 0.91477718])"
3926,"array([0.35569535, 0.87185807])"
3927,"array([0.1972478 , 0.93569859])"
3928,"array([0.3526383, 0.6896516])"
3929,"array([0.1500628 , 0.96302908])"
3930,"array([0.30985054, 1.15896974])"
3931,"array([0.31125566, 1.18273106])"
3932,"array([0.38259529, 0.88188776])"
3933,"array([0.4210656 , 0.91969169])"
3934,"array([0.474125  , 1.06792278])"
3935,"array([0.30804176, 0.87960954])"
3936,"array([0.33312782, 0.66707223])"
3937,"array([0.34820755, 1.05847396])"
3938,"array([0.29650051, 0.79451525])"
3939,"array([0.26796101, 0.95981156])"
3940,"array([0.23024938, 0.97523913])"
3941,"array([0.2262104 , 0.99575094])"
3942,"array([0.53530659, 0.86591375])"
3943,"array([0.50039198, 0.87277364])"
3944,"array([0.3817495 , 0.68503046])"
3945,"array([0.27599121, 1.13881484])"
3946,"array([0.22122599, 0.81410974])"
3947,"array([-1.09170618, -0.53079797])"
3948,"array([-0.87409844, -0.26775638])"
3949,"array([-0.84521743,  0.00752987])"
3950,"array([-0.89859452, -0.00347975])"
3951,"array([-0.91635995, -0.08477478])"
3952,"array([-1.03210109, -0.39207182])"
3953,"array([-0.80004542, -0.33155537])"
3954,"array([-1.10723258, -0.45745629])"
3955,"array([-0.92767114, -0.43813623])"
3956,"array([-0.85079684, -0.25077181])"
3957,"array([-0.82667043, -0.27736457])"
3958,"array([-0.82819048, -0.16530616])"
3959,"array([-0.8099122 , -0.19527422])"
3960,"array([-0.53423279, -0.52292833])"
3961,"array([-0.62981833, -0.42897899])"
3962,"array([-0.63127192, -0.46095719])"
3963,"array([-0.85802351, -0.21097458])"
3964,"array([-0.75581853, -0.28478354])"
3965,"array([-0.77986922, -0.29995151])"
3966,"array([-1.08161326, -0.46008486])"
3967,"array([-0.87839185, -0.45967967])"
3968,"array([-0.90142191, -0.4610471 ])"
3969,"array([-0.89024701, -0.43716126])"
3970,"array([-0.88269498, -0.37902815])"
3971,"array([-0.85717386, -0.41072297])"
3972,"array([-0.90118576, -0.34519994])"
3973,"array([-1.10205535, -0.50669937])"
3974,"array([-1.18034371, -0.57707764])"
3975,"array([-0.95080351, -0.016301  ])"
3976,"array([-0.81997835, -0.21598345])"
3977,"array([-0.83997655, -0.19941825])"
3978,"array([-0.87025957, -0.24133466])"
3979,"array([-0.84122444, -0.22599037])"
3980,"array([-0.88057601, -0.15404991])"
3981,"array([-0.76501581, -0.36361782])"
3982,"array([-1.20864461,  0.19693968])"
3983,"array([-0.79060252, -0.34850753])"
3984,"array([-1.13320399, -0.50640171])"
3985,"array([-1.16114586, -0.49801162])"
3986,"array([-1.16686075, -0.52844484])"
3987,"array([-1.24405429, -0.52471163])"
3988,"array([-1.00400085, -0.33209525])"
3989,"array([-0.80404752, -0.26383083])"
3990,"array([-0.53693793, -0.46734349])"
3991,"array([-0.51454836, -0.48168994])"
3992,"array([-0.9127511 , -0.31085235])"
3993,"array([-0.55598374, -0.53469057])"
3994,"array([-1.01493381,  0.03769101])"
3995,"array([-1.08397575, -0.4776536 ])"
3996,"array([-0.79963745, -0.13504732])"
3997,"array([-0.79881144, -0.16247075])"
3998,"array([-0.79093847,  0.01716597])"
3999,"array([-0.85307128, -0.17825176])"
4000,"array([-0.82009055, -0.34152787])"
4001,"array([-0.85850247, -0.37159275])"
4002,"array([-0.75527117, -0.3393137 ])"
4003,"array([-0.50180711, -0.51184737])"
4004,"array([-0.69360057, -0.4434983 ])"
4005,"array([-0.88234514, -0.33414273])"
4006,"array([-0.98492584, -0.35080357])"
4007,"array([-0.97460608, -0.37987275])"
4008,"array([-0.8112381 , -0.23666286])"
4009,"array([-0.69164261, -0.36699556])"
4010,"array([-0.72893622, -0.42443301])"
4011,"array([-0.77692063, -0.18399665])"
4012,"array([-0.881163  , -0.30158407])"
4013,"array([-0.93945514, -0.30784224])"
4014,"array([-0.785099  , -0.38386442])"
4015,"array([-0.54894575, -0.51491305])"
4016,"array([-0.8224253 , -0.13720256])"
4017,"array([-0.75311253, -0.17187755])"
4018,"array([-0.68568169, -0.38356181])"
4019,"array([-0.82439575, -0.30104914])"
4020,"array([-0.80528718, -0.2942313 ])"
4021,"array([-0.92713909, -0.28629708])"
4022,"array([-0.42604919, -0.59672357])"
4023,"array([-0.44805971, -0.58004101])"
4024,"array([-0.45412889, -0.5238098 ])"
4025,"array([-0.55442578, -0.48575489])"
4026,"array([-0.4852383 , -0.52507257])"
4027,"array([-0.87609756, -0.21416432])"
4028,"array([-0.85603698, -0.33269848])"
4029,"array([-0.82004048, -0.37272281])"
4030,"array([-0.89827578, -0.39693481])"
4031,"array([-0.85125962, -0.34639844])"
4032,"array([-0.8124753 , -0.39410826])"
4033,"array([-0.51909994, -0.53307656])"
4034,"array([-0.48976678, -0.55274432])"
4035,"array([-1.20789419,  0.25094927])"
4036,"array([-0.7565984 , -0.42013863])"
4037,"array([-0.71064694, -0.3802317 ])"
4038,"array([-0.74793001, -0.38678085])"
4039,"array([-0.82752703, -0.41270293])"
4040,"array([-1.00899054, -0.40161438])"
4041,"array([-0.99451833, -0.4295795 ])"
4042,"array([-1.00377531, -0.4552307 ])"
4043,"array([-0.98025342, -0.44905671])"
4044,"array([-0.61246642, -0.38079369])"
4045,"array([-0.63269871, -0.39612345])"
4046,"array([-0.65732786, -0.37542974])"
4047,"array([-0.70733246, -0.40557474])"
4048,"array([-1.01702231, -0.35022823])"
4049,"array([-1.00251202, -0.37497387])"
4050,"array([-0.73625276,  0.02626688])"
4051,"array([-0.62543298,  0.04671395])"
4052,"array([-0.56924307,  0.05971151])"
4053,"array([-0.68137696,  0.03571566])"
4054,"array([-0.94168201, -0.49639328])"
4055,"array([-0.93691437, -0.46997402])"
4056,"array([-0.95149793, -0.40916106])"
4057,"array([-0.52010198, -0.56185698])"
4058,"array([-0.54489412, -0.54900914])"
4059,"array([-1.11767665, -0.40388624])"
4060,"array([-1.08890419, -0.41356573])"
4061,"array([-1.13971949, -0.41435588])"
4062,"array([-1.13194172, -0.43891068])"
4063,"array([-1.08851732, -0.43469051])"
4064,"array([-1.10435689, -0.47477358])"
4065,"array([-1.0646124 , -0.44300194])"
4066,"array([-1.03033598, -0.43804955])"
4067,"array([-1.14309255,  0.14447969])"
4068,"array([-1.07847913,  0.09118009])"
4069,"array([-0.5261052 ,  0.06265111])"
4070,"array([-0.52998307,  0.07859817])"
4071,"array([-1.09183568, -0.38608638])"
4072,"array([-0.84450186, -0.45338357])"
4073,"array([-0.8359206 , -0.49310161])"
4074,"array([-0.81186607, -0.50249207])"
4075,"array([-0.82957534, -0.52159007])"
4076,"array([-0.85319488, -0.51326708])"
4077,"array([-1.14894609, -0.57747833])"
4078,"array([-1.16519752, -0.55831162])"
4079,"array([-0.72735917, -0.37229861])"
4080,"array([-0.76037711, -0.39279593])"
4081,"array([0.17980823, 0.49587576])"
4082,"array([0.13337386, 0.51302085])"
4083,"array([0.10876369, 0.50390267])"
4084,"array([0.12869182, 0.49046431])"
4085,"array([0.16384224, 0.50940199])"
4086,"array([0.15723558, 0.48244771])"
4087,"array([0.13995979, 0.27601   ])"
4088,"array([0.19647623, 0.1556456 ])"
4089,"array([0.1653624 , 0.20115897])"
4090,"array([0.13550584, 0.54015815])"
4091,"array([0.36868383, 0.23509893])"
4092,"array([0.33779849, 0.24705372])"
4093,"array([-0.37506964,  0.3177303 ])"
4094,"array([-0.26234991,  0.22170777])"
4095,"array([-0.49178576,  0.06057459])"
4096,"array([-0.43998909,  0.1051025 ])"
4097,"array([-0.01258268,  0.70237705])"
4098,"array([-0.3791684 ,  0.11426852])"
4099,"array([0.11436099, 0.43849557])"
4100,"array([0.07778605, 0.64195202])"
4101,"array([0.06118388, 0.60472351])"
4102,"array([-0.37084247,  0.26453723])"
4103,"array([-0.32417044,  0.28901312])"
4104,"array([-0.34776259,  0.28968802])"
4105,"array([-0.483193  ,  0.08443017])"
4106,"array([-0.41590579,  0.11064979])"
4107,"array([-0.41273093,  0.06769172])"
4108,"array([-0.44803439,  0.05532848])"
4109,"array([-0.43546403,  0.08013502])"
4110,"array([0.17857525, 0.46501735])"
4111,"array([-0.12836219,  0.67313123])"
4112,"array([-0.21888103,  0.70225425])"
4113,"array([-0.2584441 ,  0.71908499])"
4114,"array([-0.2756073 ,  0.66733076])"
4115,"array([0.09893977, 0.29286025])"
4116,"array([0.36804571, 0.25451313])"
4117,"array([0.33654188, 0.35529561])"
4118,"array([0.29575455, 0.37440638])"
4119,"array([-0.3683263 ,  0.42238716])"
4120,"array([-0.34591722,  0.46688798])"
4121,"array([0.18184986, 0.56240247])"
4122,"array([0.3850381 , 0.37291358])"
4123,"array([0.37933813, 0.39268935])"
4124,"array([0.34911267, 0.37940726])"
4125,"array([-0.01669255,  0.5976754 ])"
4126,"array([-0.03692206,  0.56005577])"
4127,"array([-0.06159357,  0.58279074])"
4128,"array([-0.03778844,  0.58124313])"
4129,"array([-0.38496663,  0.6332774 ])"
4130,"array([0.1319848, 0.211168 ])"
4131,"array([0.15076928, 0.21874971])"
4132,"array([0.12705406, 0.35127561])"
4133,"array([0.08704311, 0.3236737 ])"
4134,"array([0.25250173, 0.45989429])"
4135,"array([0.27021247, 0.48199615])"
4136,"array([-0.02192281,  0.68213295])"
4137,"array([0.31162638, 0.47775641])"
4138,"array([0.24465697, 0.4414548 ])"
4139,"array([-0.34030883,  0.169618  ])"
4140,"array([0.23190222, 0.60116654])"
4141,"array([0.25207965, 0.58792407])"
4142,"array([0.24667841, 0.5654189 ])"
4143,"array([0.22280028, 0.57720573])"
4144,"array([-0.35179374,  0.1461128 ])"
4145,"array([-0.22801725,  0.22934023])"
4146,"array([-0.28656642,  0.18659048])"
4147,"array([-0.38946067,  0.15758408])"
4148,"array([-0.33140358,  0.6199924 ])"
4149,"array([-0.22088058,  0.67672354])"
4150,"array([0.18643598, 0.60746711])"
4151,"array([-0.3465014 ,  0.21828567])"
4152,"array([-0.29979386,  0.27101419])"
4153,"array([0.26312309, 0.3806375 ])"
4154,"array([0.22954666, 0.38628854])"
4155,"array([0.1359678 , 0.39898687])"
4156,"array([0.15871548, 0.38370537])"
4157,"array([0.37503358, 0.49202816])"
4158,"array([0.23160132, 0.42854226])"
4159,"array([0.26230895, 0.36593647])"
4160,"array([0.10850741, 0.58640978])"
4161,"array([0.19524063, 0.43351914])"
4162,"array([0.17842604, 0.41475989])"
4163,"array([-0.28787782,  0.35105724])"
4164,"array([-0.18435716,  0.36268687])"
4165,"array([-0.27542923,  0.26170114])"
4166,"array([0.2398942 , 0.24827161])"
4167,"array([0.17945699, 0.17911552])"
4168,"array([0.17333177, 0.14957521])"
4169,"array([0.20111564, 0.17365134])"
4170,"array([-0.43494338,  0.18445698])"
4171,"array([-0.4150206 ,  0.16854094])"
4172,"array([0.10920316, 0.35105792])"
4173,"array([-0.16906269,  0.68821578])"
4174,"array([-0.09520949,  0.45525165])"
4175,"array([-0.32212671,  0.12614105])"
4176,"array([-0.31997125,  0.09574641])"
4177,"array([-0.29718545,  0.40457408])"
4178,"array([-0.2921398,  0.4272318])"
4179,"array([-0.27011496,  0.41197322])"
4180,"array([0.16511458, 0.24647889])"
4181,"array([0.31686248, 0.20990671])"
4182,"array([0.20154741, 0.26714958])"
4183,"array([0.21461712, 0.29016755])"
4184,"array([-0.4120614 ,  0.03303844])"
4185,"array([-0.41263407,  0.00625238])"
4186,"array([-0.0096229 ,  0.55771122])"
4187,"array([0.12170853, 0.24064147])"
4188,"array([0.18777696, 0.23212763])"
4189,"array([0.32390072, 0.26473822])"
4190,"array([0.19550092, 0.38453065])"
4191,"array([0.16882782, 0.34801595])"
4192,"array([0.19222907, 0.34541679])"
4193,"array([0.17637495, 0.37085774])"
4194,"array([0.10669758, 0.31529617])"
4195,"array([0.22037643, 0.18796227])"
4196,"array([0.17259787, 0.21491752])"
4197,"array([0.20241635, 0.72878448])"
4198,"array([0.17013316, 0.7567608 ])"
4199,"array([0.19068428, 0.74697084])"
4200,"array([0.01204712, 0.70771726])"
4201,"array([-0.08065121,  0.62794121])"
4202,"array([0.18817655, 0.65041463])"
4203,"array([0.11234684, 0.1885785 ])"
4204,"array([-0.42782647,  0.15166858])"
4205,"array([0.07211727, 0.24585874])"
4206,"array([0.06502513, 0.61944799])"
4207,"array([-0.08201703,  0.51327095])"
4208,"array([0.29064003, 0.24537811])"
4209,"array([-0.32399437,  0.18475226])"
4210,"array([0.38042859, 0.19093377])"
4211,"array([0.05661253, 0.28940903])"
4212,"array([-0.37580191,  0.22403709])"
4213,"array([-0.14931659,  0.60870329])"
4214,"array([0.29806318, 0.26691953])"
4215,"array([-0.32664145,  0.26066203])"
4216,"array([-0.30486685,  0.30679753])"
4217,"array([0.09692488, 0.57663138])"
4218,"array([0.05404429, 0.23841493])"
4219,"array([-0.07536134,  0.10799686])"
4220,"array([-0.04357163,  0.63184084])"
4221,"array([-0.05692655,  0.6116963 ])"
4222,"array([-0.03306871,  0.66036102])"
4223,"array([0.40561347, 0.50902201])"
4224,"array([0.31393879, 0.44014704])"
4225,"array([-0.33366706,  0.31239971])"
4226,"array([0.22995338, 0.27363119])"
4227,"array([0.12674067, 0.67664557])"
4228,"array([0.38662107, 0.51842508])"
4229,"array([0.40018682, 0.47504304])"
4230,"array([0.26227494, 0.41846627])"
4231,"array([0.26490823, 0.43870605])"
4232,"array([0.24305324, 0.40966705])"
4233,"array([0.41285268, 0.49060423])"
4234,"array([0.20474148, 0.36208497])"
4235,"array([0.13273696, 0.17455424])"
4236,"array([0.08903334, 0.17350203])"
4237,"array([0.22765476, 0.50775494])"
4238,"array([0.31873791, 0.50626204])"
4239,"array([0.3693651 , 0.35186298])"
4240,"array([0.35585942, 0.33581201])"
4241,"array([0.06448965, 0.66387096])"
4242,"array([0.14515279, 0.42068384])"
4243,"array([0.20720527, 0.48841014])"
4244,"array([0.10291955, 0.64521512])"
4245,"array([-0.02402404,  0.7245949 ])"
4246,"array([0.00481163, 0.73861969])"
4247,"array([0.02744934, 0.75430583])"
4248,"array([0.0029587 , 0.76623732])"
4249,"array([0.1146016 , 0.41015438])"
4250,"array([0.08147102, 0.4731029 ])"
4251,"array([0.20932161, 0.45262008])"
4252,"array([-0.08352429,  0.58803403])"
4253,"array([0.28347012, 0.35641234])"
4254,"array([0.23208462, 0.16116757])"
4255,"array([0.38435646, 0.27845461])"
4256,"array([0.10222201, 0.15742922])"
4257,"array([0.25172768, 0.16743984])"
4258,"array([0.11618405, 0.38638833])"
4259,"array([0.338729  , 0.49470351])"
4260,"array([0.08906047, 0.66822375])"
4261,"array([0.12255175, 0.15632236])"
4262,"array([0.09297677, 0.19903737])"
4263,"array([0.37445528, 0.2969148 ])"
4264,"array([0.34818818, 0.28112236])"
4265,"array([0.07031859, 0.45398934])"
4266,"array([0.24766656, 0.18704488])"
4267,"array([0.1538572 , 0.29378291])"
4268,"array([-0.11080791,  0.68985305])"
4269,"array([0.12916986, 0.60085488])"
4270,"array([0.32674079, 0.46139326])"
4271,"array([0.31990262, 0.41687855])"
4272,"array([0.34233938, 0.41956524])"
4273,"array([0.34762649, 0.45780476])"
4274,"array([0.33636096, 0.43968122])"
4275,"array([0.35567658, 0.43738192])"
4276,"array([-0.23460138,  0.15229654])"
4277,"array([-0.20544969,  0.16333864])"
4278,"array([-0.20399244,  0.18673129])"
4279,"array([-0.22772551,  0.17610918])"
4280,"array([-0.29931028,  0.10694951])"
4281,"array([-0.3586939 ,  0.09916407])"
4282,"array([-0.39056368,  0.09284876])"
4283,"array([-0.37112728,  0.08132924])"
4284,"array([0.22872032, 0.22484618])"
4285,"array([-0.37277496,  0.36968918])"
4286,"array([-0.45581299,  0.15933852])"
4287,"array([-0.45049284,  0.13676042])"
4288,"array([-0.25165974,  0.26105568])"
4289,"array([-0.27978877,  0.24072249])"
4290,"array([0.17576636, 0.26569245])"
4291,"array([-0.20391654,  0.13504161])"
4292,"array([-0.17649924,  0.13070116])"
4293,"array([-0.21254356,  0.10840063])"
4294,"array([-0.18823231,  0.10888465])"
4295,"array([0.33555692, 0.18069762])"
4296,"array([0.31517897, 0.18438085])"
4297,"array([0.34728079, 0.19711342])"
4298,"array([0.34147332, 0.21643279])"
4299,"array([0.22766942, 0.12350556])"
4300,"array([0.01487365, 0.56345411])"
4301,"array([0.04031547, 0.20884918])"
4302,"array([0.04233349, 0.18267055])"
4303,"array([0.01945979, 0.19549925])"
4304,"array([0.20829114, 0.66239981])"
4305,"array([-0.39701795,  0.24297021])"
4306,"array([-0.38090775,  0.25138892])"
4307,"array([-0.42315975,  0.24238689])"
4308,"array([-0.30263616,  0.15555114])"
4309,"array([-0.3488502 ,  0.19007571])"
4310,"array([-0.31316446,  0.20440412])"
4311,"array([-0.32364947,  0.15710165])"
4312,"array([-0.30274265,  0.17469636])"
4313,"array([0.41085463, 0.17166761])"
4314,"array([0.41810635, 0.18974279])"
4315,"array([0.40692493, 0.20663472])"
4316,"array([0.39131544, 0.16338957])"
4317,"array([-0.00576363,  0.52666477])"
4318,"array([0.25700391, 0.11377369])"
4319,"array([0.238285  , 0.09719831])"
4320,"array([-0.267631  ,  0.68606235])"
4321,"array([0.25749508, 0.23165675])"
4322,"array([0.25408743, 0.21139046])"
4323,"array([-0.36153727,  0.63001083])"
4324,"array([-0.36903189,  0.65512254])"
4325,"array([-0.31055964,  0.63127172])"
4326,"array([-0.19914287,  0.68022554])"
4327,"array([-2.5995701, -2.0635092])"
4328,"array([-2.76045364, -2.03573138])"
4329,"array([-2.80026705, -2.05639971])"
4330,"array([-2.61985759, -1.9618771 ])"
4331,"array([-2.78602376, -2.03948424])"
4332,"array([-2.68037037, -2.05615646])"
4333,"array([-2.73736973, -2.1302465 ])"
4334,"array([-2.70604806, -2.00396914])"
4335,"array([-2.67857621, -2.02730189])"
4336,"array([-2.68009544, -2.08292281])"
