# index, label, _pos
16813,39259,"array([1.00637948, 8.17679038])"
16814,39251,"array([0.99562069, 8.19526125])"
16815,39260,"array([0.99048311, 8.18661805])"
16816,39299,"array([0.98425197, 8.15117131])"
16817,39281,"array([1.00723788, 8.1846293 ])"
16818,41166,"array([0.98955993, 8.14939936])"
16819,34656,"array([0.96742837, 8.14068818])"
16820,34637,"array([0.9653805 , 8.13954638])"
16821,35061,"array([0.93502278, 8.1383339 ])"
16822,34651,"array([0.97629128, 8.14590253])"
16823,34670,"array([0.95155788, 8.17460612])"
16824,21055,"array([0.94867566, 8.17936072])"
16825,34675,"array([0.94247381, 8.16966192])"
16826,34855,"array([0.96925302, 8.15980237])"
16827,34730,"array([0.96854691, 8.1401565 ])"
16828,34858,"array([0.93826103, 8.14266085])"
16829,34861,"array([0.94841705, 8.16744963])"
16830,8743,"array([0.94259759, 8.16757201])"
16831,35083,"array([0.94814604, 8.12532184])"
16832,35073,"array([0.95992495, 8.15301182])"
16833,34838,"array([0.94488711, 8.14427803])"
16834,34247,"array([0.96662896, 8.17093981])"
16835,12323,"array([0.94520697, 8.16521136])"
16836,39068,"array([0.95315491, 8.18048571])"
16837,34258,"array([0.98873995, 8.16729628])"
16838,34276,"array([0.95173819, 8.17500367])"
16839,34344,"array([0.94663211, 8.16953683])"
16840,34301,"array([1.01700492, 8.18049151])"
16841,34324,"array([0.97489327, 8.1310498 ])"
16842,34321,"array([1.00596189, 8.16046875])"
16843,34316,"array([0.97738807, 8.1398183 ])"
16844,34355,"array([0.98467251, 8.15052611])"
16845,34360,"array([0.97617342, 8.1486996 ])"
16846,34365,"array([0.98015281, 8.19284986])"
16847,33916,"array([0.95821298, 8.17797942])"
16848,12830,"array([0.95883812, 8.16131154])"
16849,39332,"array([0.9509998 , 8.17371577])"
16850,33950,"array([0.96589896, 8.17300295])"
16851,39558,"array([1.03427507, 8.13285153])"
16852,39546,"array([1.00543485, 8.15425269])"
16853,39853,"array([1.00434868, 8.17757913])"
16854,39583,"array([0.94408877, 8.17572336])"
16855,8194,"array([0.96249478, 8.13755515])"
16856,15383,"array([0.95206626, 8.16268421])"
16857,21030,"array([0.94918349, 8.15953373])"
16858,34015,"array([0.95316398, 8.17170164])"
16859,33990,"array([0.97829132, 8.12933934])"
16860,31100,"array([0.96988567, 8.17294287])"
16861,34075,"array([0.97237459, 8.13512866])"
16862,34053,"array([0.99085003, 8.18392028])"
16863,30864,"array([0.96694553, 8.17932706])"
16864,29429,"array([0.9719809 , 8.16638649])"
16865,34099,"array([0.94214457, 8.16859292])"
16866,34367,"array([0.97760203, 8.15260594])"
16867,34142,"array([0.98771322, 8.14159793])"
16868,251,"array([0.94073982, 8.16467806])"
16869,34164,"array([0.96018804, 8.17554395])"
16870,25452,"array([0.96894786, 8.17243222])"
16871,13134,"array([0.98431133, 8.1791831 ])"
16872,25502,"array([1.01528731, 8.13509226])"
16873,15707,"array([0.94469881, 8.14631119])"
16874,25499,"array([0.98108148, 8.14725509])"
16875,28892,"array([0.97422075, 8.1849894 ])"
16876,25363,"array([0.97780168, 8.18708887])"
16877,25506,"array([0.97084105, 8.14364973])"
16878,25514,"array([1.01379552, 8.13192811])"
16879,25541,"array([0.98222876, 8.14829683])"
16880,25523,"array([0.97617549, 8.14665778])"
16881,25559,"array([0.99457544, 8.11969793])"
16882,25552,"array([0.97030031, 8.13275711])"
16883,28861,"array([0.94007643, 8.15925325])"
16884,25557,"array([0.97238454, 8.13976808])"
16885,28741,"array([0.95183811, 8.13949457])"
16886,28672,"array([0.98903556, 8.17684263])"
16887,25598,"array([0.95472328, 8.17344818])"
16888,28693,"array([0.95706345, 8.16947855])"
16889,28691,"array([0.94454898, 8.16258973])"
16890,28688,"array([0.96907293, 8.17033993])"
16891,28752,"array([0.95348631, 8.16217856])"
16892,28724,"array([1.00119954, 8.14706949])"
16893,28766,"array([0.99212415, 8.15923041])"
16894,15714,"array([0.99106535, 8.17561311])"
16895,34423,"array([0.99772682, 8.16145273])"
16896,15607,"array([0.99442753, 8.173786  ])"
16897,15622,"array([0.96425507, 8.16169456])"
16898,38912,"array([0.94460989, 8.13757099])"
16899,15746,"array([0.99060717, 8.17619518])"
16900,39610,"array([0.94682087, 8.17359377])"
16901,39600,"array([0.96705673, 8.18160688])"
16902,39637,"array([0.94611225, 8.1742664 ])"
16903,39635,"array([0.98960888, 8.19281066])"
16904,39712,"array([0.9411804 , 8.14206797])"
16905,39646,"array([0.99293073, 8.18077468])"
16906,39645,"array([0.95419961, 8.17235175])"
16907,41180,"array([0.95962939, 8.147595  ])"
16908,41226,"array([0.9304547 , 8.14317244])"
16909,41196,"array([0.93790287, 8.16627994])"
16910,41192,"array([1.02917846, 8.17578297])"
16911,41208,"array([0.99712374, 8.14777162])"
16912,41204,"array([1.00362981, 8.18876445])"
16913,41251,"array([0.99740151, 8.16226443])"
16914,12474,"array([0.97037965, 8.17633936])"
16915,20993,"array([0.98401128, 8.17235294])"
16916,6737,"array([0.99354991, 8.16894009])"
16917,28856,"array([0.98771355, 8.16797048])"
16918,39274,"array([0.98375522, 8.19193441])"
16919,39262,"array([1.00294079, 8.14315043])"
16920,39261,"array([0.97441222, 8.13506725])"
16921,29342,"array([0.99797548, 8.14805767])"
16922,39289,"array([0.98486922, 8.1957135 ])"
16923,39313,"array([0.94578007, 8.16048218])"
16924,39428,"array([0.94491692, 8.12965746])"
16925,39296,"array([0.962437  , 8.17547215])"
16926,39474,"array([1.00188295, 8.18034868])"
16927,39315,"array([0.95360604, 8.12956622])"
16928,39350,"array([0.94584526, 8.15383822])"
16929,39320,"array([0.97438415, 8.16049471])"
16930,16199,"array([0.9937833 , 8.17859984])"
16931,39329,"array([0.98828204, 8.15354963])"
16932,8534,"array([0.97122912, 8.15762392])"
16933,5481,"array([0.98134448, 8.18573245])"
16934,31694,"array([1.00894492, 8.16456534])"
16935,5489,"array([1.01092331, 8.16136958])"
16936,8617,"array([1.00932609, 8.16038343])"
16937,8611,"array([1.01075173, 8.16341346])"
16938,31563,"array([0.98069419, 8.15756658])"
16939,38935,"array([0.99911119, 8.18070148])"
16940,38939,"array([1.01040646, 8.17515259])"
16941,38958,"array([0.99919806, 8.13416187])"
16942,38989,"array([0.96035511, 8.17838396])"
16943,8863,"array([0.95715907, 8.13431182])"
16944,33763,"array([0.93529193, 8.16822816])"
16945,20459,"array([0.93695409, 8.16532951])"
16946,17495,"array([0.92749281, 8.16624768])"
16947,27725,"array([0.98755091, 8.19275427])"
16948,36867,"array([0.92624533, 8.15974377])"
16949,22917,"array([0.97685547, 8.20842674])"
16950,15706,"array([0.95806239, 8.16831989])"
16951,3586,"array([0.98044141, 8.20291082])"
16952,33777,"array([0.92887063, 8.16626263])"
16953,2047,"array([0.9715088, 8.1862423])"
16954,16726,"array([0.93987238, 8.21636233])"
16955,27681,"array([0.97941077, 8.22286705])"
16956,16284,"array([0.94587035, 8.16979565])"
16957,33776,"array([0.94213298, 8.15968699])"
16958,24808,"array([0.946337 , 8.1627244])"
16959,6187,"array([0.93798437, 8.16964047])"
16960,11157,"array([0.93808307, 8.16777011])"
16961,22306,"array([0.970379  , 8.20475826])"
16962,39672,"array([0.94174893, 8.17499333])"
16963,14217,"array([0.93447125, 8.19335857])"
16964,32745,"array([0.93774998, 8.20253607])"
16965,27620,"array([0.95457585, 8.1761856 ])"
16966,30230,"array([0.94195234, 8.17405135])"
16967,10798,"array([0.93951687, 8.17265457])"
16968,17148,"array([0.93852532, 8.17244556])"
16969,12258,"array([0.93709111, 8.1693471 ])"
16970,27374,"array([0.98202768, 8.19396399])"
16971,11367,"array([0.96321478, 8.22183373])"
16972,22999,"array([0.96967547, 8.23243368])"
16973,26132,"array([0.96756881, 8.21501922])"
16974,33769,"array([0.93596147, 8.16719438])"
16975,7460,"array([0.94848478, 8.17329355])"
16976,26130,"array([0.93672861, 8.1636357 ])"
16977,20484,"array([0.92915868, 8.16374912])"
16978,19847,"array([0.93935857, 8.17167772])"
16979,36870,"array([0.92515239, 8.15780758])"
16980,36865,"array([0.93751091, 8.1622054 ])"
16981,11660,"array([0.96729959, 8.16340585])"
16982,30969,"array([0.94262518, 8.16358141])"
16983,6180,"array([0.93891779, 8.17194563])"
16984,30619,"array([0.9432875 , 8.17091084])"
16985,36879,"array([0.95428521, 8.17336407])"
16986,16214,"array([0.95137673, 8.17101602])"
16987,33780,"array([0.94425178, 8.15941621])"
16988,33788,"array([0.96273695, 8.15678822])"
16989,17400,"array([0.94462715, 8.17232777])"
16990,36887,"array([0.93501988, 8.15428792])"
16991,22386,"array([0.93943629, 8.17009963])"
16992,15274,"array([0.98302299, 8.2009859 ])"
16993,11868,"array([0.96960814, 8.21280284])"
16994,30429,"array([0.93678668, 8.16836687])"
16995,33766,"array([0.9436039 , 8.17329788])"
16996,22888,"array([0.96943364, 8.20470582])"
16997,27576,"array([0.94210359, 8.16374021])"
16998,15022,"array([0.94013947, 8.17249195])"
16999,22750,"array([0.93761648, 8.16918193])"
17000,24890,"array([0.95117481, 8.16706864])"
17001,31856,"array([0.93937652, 8.16872601])"
17002,26625,"array([0.94267206, 8.16617849])"
17003,36897,"array([0.94454912, 8.17336326])"
17004,32717,"array([0.94444449, 8.17708906])"
17005,32714,"array([0.9374403, 8.1636686])"
17006,31810,"array([0.94564622, 8.16620661])"
17007,32842,"array([0.93902795, 8.15907004])"
17008,29918,"array([0.9385181, 8.1674999])"
17009,33785,"array([0.92195392, 8.15563275])"
17010,36873,"array([0.93891557, 8.16362131])"
17011,20598,"array([0.94006547, 8.16997171])"
17012,36877,"array([0.9302057 , 8.15679934])"
17013,30999,"array([0.96081341, 8.17195635])"
17014,24753,"array([0.94519772, 8.17131693])"
17015,36864,"array([0.94064971, 8.17221341])"
17016,30985,"array([0.94008574, 8.16532041])"
17017,30984,"array([0.93589699, 8.15328276])"
17018,30988,"array([0.93505554, 8.15355571])"
17019,30983,"array([0.93689192, 8.16438867])"
17020,33778,"array([0.93146378, 8.16771427])"
17021,30986,"array([0.94104877, 8.17117287])"
17022,29571,"array([0.95227509, 8.17292359])"
17023,30989,"array([0.94663878, 8.16650204])"
17024,33771,"array([0.93542797, 8.16012298])"
17025,25395,"array([0.96891498, 8.18304987])"
17026,30993,"array([0.92440096, 8.15568683])"
17027,30991,"array([0.93668101, 8.15132121])"
17028,30992,"array([0.90783196, 8.15525141])"
17029,33567,"array([0.94138179, 8.17396073])"
17030,21739,"array([0.93721071, 8.16873841])"
17031,31245,"array([0.94136807, 8.14913021])"
17032,33790,"array([0.93693762, 8.16294275])"
17033,36906,"array([0.92138188, 8.15412729])"
17034,36893,"array([0.92195557, 8.15353215])"
17035,11395,"array([0.95542919, 8.2109207 ])"
17036,16738,"array([0.93179121, 8.22426693])"
17037,4456,"array([0.96515139, 8.20454606])"
17038,13889,"array([0.94956727, 8.19898721])"
17039,6485,"array([0.94889844, 8.21677625])"
17040,11165,"array([0.92905278, 8.21064385])"
17041,14151,"array([0.95167118, 8.20516755])"
17042,6234,"array([0.95462927, 8.20031861])"
17043,17195,"array([0.94631326, 8.22464987])"
17044,5703,"array([0.96505941, 8.22343778])"
17045,1217,"array([0.91625674, 8.1881712 ])"
17046,25728,"array([0.94970219, 8.20710194])"
17047,33145,"array([0.93820527, 8.20138518])"
17048,17219,"array([0.94494444, 8.23142931])"
17049,3392,"array([0.95977399, 8.20554063])"
17050,22826,"array([0.94457198, 8.20107329])"
17051,8148,"array([0.93794941, 8.22093807])"
17052,27066,"array([0.89329898, 8.20817056])"
17053,22001,"array([0.96746974, 8.20628461])"
17054,33415,"array([0.93292454, 8.19175366])"
17055,26336,"array([0.94347969, 8.20167881])"
17056,10473,"array([0.94616031, 8.20482387])"
17057,1985,"array([0.89043567, 8.20699986])"
17058,33058,"array([0.94902003, 8.20488991])"
17059,5026,"array([0.93752633, 8.19267489])"
17060,16990,"array([0.97920488, 8.19616992])"
17061,4390,"array([0.95895218, 8.21666825])"
17062,28628,"array([0.9788141 , 8.21313673])"
17063,20402,"array([0.94448438, 8.2158528 ])"
17064,22441,"array([0.92445066, 8.1929324 ])"
17065,26425,"array([0.96274565, 8.18811894])"
17066,22991,"array([0.96151929, 8.20150764])"
17067,14045,"array([0.95136761, 8.20245702])"
17068,13400,"array([0.9693741, 8.200704 ])"
17069,26841,"array([0.96350667, 8.19316043])"
17070,19198,"array([0.96364687, 8.19266436])"
17071,26083,"array([0.94598257, 8.1852102 ])"
17072,22800,"array([0.94851303, 8.20199795])"
17073,7755,"array([0.9424595, 8.2345195])"
17074,19598,"array([0.94873231, 8.2308129 ])"
17075,19888,"array([0.93706369, 8.22797204])"
17076,4555,"array([0.96170689, 8.21401559])"
17077,4554,"array([0.94276987, 8.18257367])"
17078,16685,"array([0.98286845, 8.20017433])"
17079,7657,"array([0.91267268, 8.18567914])"
17080,23754,"array([0.90150451, 8.18191302])"
17081,4613,"array([0.92419738, 8.16008901])"
17082,24474,"array([0.91780204, 8.15168737])"
17083,65517,"array([0.94544051, 8.18005638])"
17084,11996,"array([0.93242765, 8.21549899])"
17085,33201,"array([0.92768186, 8.22468755])"
17086,17801,"array([0.90402635, 8.18933013])"
17087,26395,"array([0.95606637, 8.18484212])"
17088,5737,"array([0.92963819, 8.22127346])"
17089,10633,"array([0.92149846, 8.21116073])"
17090,3140,"array([0.96738498, 8.23504178])"
17091,4596,"array([0.92988119, 8.20965363])"
17092,19849,"array([0.95226864, 8.2155609 ])"
17093,18555,"array([0.9222204 , 8.21978963])"
17094,21758,"array([0.94348956, 8.19907064])"
17095,8433,"array([0.98164452, 8.16544962])"
17096,11738,"array([0.93568975, 8.2100106 ])"
17097,23371,"array([0.92358331, 8.19404164])"
17098,17332,"array([0.94085111, 8.22870027])"
17099,6653,"array([0.94185224, 8.20436037])"
17100,14110,"array([0.92890494, 8.21025196])"
17101,11027,"array([0.93786784, 8.21893417])"
17102,14725,"array([0.95243042, 8.21410619])"
17103,11329,"array([0.94932581, 8.19808366])"
17104,25984,"array([0.95999404, 8.22535688])"
17105,33177,"array([0.93138624, 8.22133482])"
17106,10435,"array([0.92474326, 8.19919509])"
17107,36099,"array([0.93036976, 8.22354068])"
17108,29888,"array([0.95095736, 8.21255547])"
17109,23283,"array([0.94385618, 8.21657018])"
17110,20234,"array([0.9417735 , 8.21270636])"
17111,19681,"array([0.95503604, 8.20297446])"
17112,31979,"array([0.96777693, 8.19749206])"
17113,4470,"array([0.93738912, 8.18778966])"
17114,5181,"array([0.89624716, 8.22273241])"
17115,3954,"array([0.89021021, 8.2036118 ])"
17116,25794,"array([0.92842861, 8.21885503])"
17117,3948,"array([0.92839601, 8.22451876])"
17118,3727,"array([0.94993892, 8.18852238])"
17119,19011,"array([0.93030366, 8.2025263 ])"
17120,36207,"array([0.92670052, 8.22064608])"
17121,21810,"array([0.93213855, 8.22557019])"
17122,10587,"array([0.93517037, 8.20171326])"
17123,30543,"array([0.9119359 , 8.19357281])"
17124,2646,"array([0.94264379, 8.20438669])"
17125,26582,"array([0.95047174, 8.19366463])"
17126,31821,"array([0.93401706, 8.19337124])"
17127,15358,"array([0.93897161, 8.21842617])"
17128,18519,"array([0.94529487, 8.19100011])"
17129,11005,"array([0.95078613, 8.19263451])"
17130,32072,"array([0.95161009, 8.19230442])"
17131,33750,"array([0.94063763, 8.18024424])"
17132,19993,"array([0.96878349, 8.20781674])"
17133,25977,"array([0.93180942, 8.18143878])"
17134,11825,"array([0.95882932, 8.18713723])"
17135,36090,"array([0.92845886, 8.1999404 ])"
17136,36405,"array([0.92004576, 8.20555645])"
17137,36118,"array([0.96004305, 8.21417911])"
17138,8083,"array([0.94308922, 8.19970221])"
17139,23493,"array([0.92120892, 8.21408273])"
17140,22830,"array([0.96358369, 8.20826687])"
17141,11091,"array([0.96452344, 8.21442877])"
17142,7882,"array([0.96552009, 8.21441119])"
17143,3594,"array([0.92045048, 8.20097609])"
17144,26515,"array([0.9714118 , 8.20692942])"
17145,26715,"array([0.94159484, 8.20283202])"
17146,21609,"array([0.95682704, 8.21678364])"
17147,26084,"array([0.95998044, 8.21465032])"
17148,33721,"array([0.95543659, 8.21301373])"
17149,14684,"array([0.95114973, 8.19473881])"
17150,22143,"array([0.96131853, 8.20798236])"
17151,25813,"array([0.92671963, 8.20446453])"
17152,17061,"array([0.96514842, 8.20767711])"
17153,13452,"array([0.96079689, 8.21492531])"
17154,26010,"array([0.94477047, 8.20740768])"
17155,19825,"array([0.96601674, 8.21169291])"
17156,25836,"array([0.94700065, 8.21370296])"
17157,14019,"array([0.92970009, 8.21072713])"
17158,36004,"array([0.93259345, 8.18604314])"
17159,17371,"array([0.93597902, 8.18344631])"
17160,32660,"array([0.94435748, 8.21464808])"
17161,14573,"array([0.95336899, 8.20548573])"
17162,3486,"array([0.94977621, 8.17232218])"
17163,22058,"array([0.94638811, 8.20110938])"
17164,14144,"array([0.96364967, 8.19638499])"
17165,32346,"array([0.94403102, 8.17970349])"
17166,23657,"array([0.93781792, 8.17863426])"
17167,18708,"array([0.95297367, 8.18689297])"
17168,25936,"array([0.96046489, 8.20196531])"
17169,11852,"array([0.962822  , 8.19125797])"
17170,14011,"array([0.96314022, 8.19007731])"
17171,26586,"array([0.94670072, 8.19638139])"
17172,23054,"array([0.9660617 , 8.23419535])"
17173,3364,"array([0.94858171, 8.21197957])"
17174,3768,"array([0.9484585 , 8.20094625])"
17175,16708,"array([0.94345609, 8.21801689])"
17176,9240,"array([0.90964937, 8.19285482])"
17177,17168,"array([0.95519798, 8.2026189 ])"
17178,17921,"array([0.92186214, 8.18996945])"
17179,23940,"array([0.92248599, 8.182709  ])"
17180,11480,"array([0.9425474 , 8.21475673])"
17181,23010,"array([0.95426393, 8.20017258])"
17182,3670,"array([0.93129291, 8.20486032])"
17183,20226,"array([0.93239304, 8.21712129])"
17184,17388,"array([0.94487886, 8.18631796])"
17185,31882,"array([0.93230273, 8.19530686])"
17186,33717,"array([0.93331552, 8.18360395])"
17187,13734,"array([0.94834522, 8.19225521])"
17188,19257,"array([0.93953763, 8.19928963])"
17189,29807,"array([0.96108233, 8.19814982])"
17190,14639,"array([0.9392173 , 8.21260008])"
17191,19850,"array([0.95478742, 8.21257341])"
17192,17189,"array([0.95874339, 8.20055358])"
17193,15308,"array([0.95877251, 8.19300883])"
17194,23318,"array([0.95736317, 8.19592476])"
17195,14927,"array([0.93969887, 8.19787408])"
17196,17394,"array([0.94329064, 8.20860337])"
17197,14358,"array([0.9349868 , 8.17959167])"
17198,32710,"array([0.93278975, 8.18143603])"
17199,32176,"array([0.94222219, 8.1745088 ])"
17200,33593,"array([0.94433879, 8.21224503])"
17201,17372,"array([0.93566893, 8.18257243])"
17202,15160,"array([0.93892995, 8.18319239])"
17203,10568,"array([0.93447534, 8.16527792])"
17204,2577,"array([0.89897247, 8.22296277])"
17205,30193,"array([0.92312323, 8.20182566])"
17206,29840,"array([0.91662136, 8.23207856])"
17207,31871,"array([0.94118632, 8.22903023])"
17208,10411,"array([0.93494842, 8.21363086])"
17209,30311,"array([0.96132326, 8.17851841])"
17210,32702,"array([0.93324463, 8.21230509])"
17211,23484,"array([0.94915361, 8.20752074])"
17212,19236,"array([0.9564193 , 8.19467055])"
17213,11207,"array([0.96535925, 8.19262681])"
17214,36110,"array([0.95346229, 8.2017594 ])"
17215,3424,"array([0.93371632, 8.18679329])"
17216,16751,"array([0.93617715, 8.19639269])"
17217,6256,"array([0.95890268, 8.23649077])"
17218,21669,"array([0.95951854, 8.20195834])"
17219,32190,"array([0.94642934, 8.20901747])"
17220,26113,"array([0.94230443, 8.1925536 ])"
17221,26431,"array([0.94121015, 8.22778947])"
17222,19738,"array([0.9515707, 8.1989084])"
17223,3494,"array([0.94865346, 8.20357152])"
17224,11931,"array([0.97195195, 8.21072253])"
17225,31937,"array([0.9420016 , 8.20687006])"
17226,30448,"array([0.91547463, 8.23194298])"
17227,13741,"array([0.95373567, 8.19742159])"
17228,33090,"array([0.93275462, 8.21950282])"
17229,23491,"array([0.92810717, 8.19741801])"
17230,19329,"array([0.93098618, 8.1859279 ])"
17231,21938,"array([0.96168403, 8.21122365])"
17232,18802,"array([0.94880492, 8.21762487])"
17233,30310,"array([0.94458786, 8.21697248])"
17234,26159,"array([0.91945994, 8.21483956])"
17235,2005,"array([0.93074037, 8.21579052])"
17236,32472,"array([0.93385043, 8.20315792])"
17237,4050,"array([0.93092268, 8.1819866 ])"
17238,33275,"array([0.9721738 , 8.19522265])"
17239,22450,"array([0.95338976, 8.19870984])"
17240,18973,"array([0.9591033 , 8.19969812])"
17241,15319,"array([0.95518452, 8.20082237])"
17242,33759,"array([0.95545403, 8.19932739])"
17243,22641,"array([0.95614121, 8.20877569])"
17244,26658,"array([0.96601694, 8.19544123])"
17245,32872,"array([0.97147428, 8.19178607])"
17246,31851,"array([0.94809368, 8.19182012])"
17247,26585,"array([0.95967247, 8.19996573])"
17248,5752,"array([0.93478247, 8.19971664])"
17249,22290,"array([0.97355248, 8.18971364])"
17250,36011,"array([0.93222356, 8.21104406])"
17251,36373,"array([0.920044  , 8.19850021])"
17252,22736,"array([0.9169516 , 8.21383001])"
17253,32481,"array([0.93283436, 8.19230439])"
17254,7453,"array([0.94127741, 8.19552243])"
17255,7350,"array([0.95575351, 8.19829346])"
17256,3998,"array([0.95972427, 8.20955572])"
17257,19749,"array([0.96594402, 8.20972924])"
17258,11718,"array([0.93216269, 8.21634731])"
17259,12185,"array([0.93397998, 8.22663217])"
17260,5702,"array([0.97805721, 8.19229346])"
17261,19424,"array([0.93446029, 8.1976645 ])"
17262,30553,"array([0.94079579, 8.22650912])"
17263,36450,"array([0.92101317, 8.20440652])"
17264,7759,"array([0.9642958, 8.2073943])"
17265,6524,"array([0.94432269, 8.20244052])"
17266,11474,"array([0.9440206 , 8.20604899])"
17267,18920,"array([0.93502844, 8.20607686])"
17268,19997,"array([0.96029647, 8.21205366])"
17269,15271,"array([0.95057538, 8.21827938])"
17270,11184,"array([0.95527235, 8.20776701])"
17271,20042,"array([0.94884824, 8.21553193])"
17272,22671,"array([0.96735022, 8.22751858])"
17273,25780,"array([0.9516773 , 8.20226927])"
17274,30643,"array([0.95773544, 8.20698662])"
17275,36416,"array([0.96355714, 8.22076717])"
17276,27184,"array([0.94316166, 8.20493856])"
17277,16760,"array([0.96303303, 8.19484363])"
17278,31761,"array([0.9411263 , 8.20524168])"
17279,19662,"array([0.9359349 , 8.18770907])"
17280,6171,"array([0.93342648, 8.18466048])"
17281,25925,"array([0.9370379 , 8.18542606])"
17282,18750,"array([0.93712864, 8.19671826])"
17283,14817,"array([0.93685642, 8.18586393])"
17284,30611,"array([0.93743895, 8.18339864])"
17285,27623,"array([0.93727937, 8.17789772])"
17286,23229,"array([0.9362414 , 8.18581824])"
17287,15061,"array([0.9316048 , 8.18861116])"
17288,7442,"array([0.9371507 , 8.17733392])"
17289,3966,"array([0.93591396, 8.21997334])"
17290,25805,"array([0.93949928, 8.17963806])"
17291,18968,"array([0.9297358 , 8.18438572])"
17292,19814,"array([0.92957301, 8.18662835])"
17293,18776,"array([0.95555485, 8.20291779])"
17294,32832,"array([0.971475  , 8.19775725])"
17295,23458,"array([0.9284473 , 8.22138392])"
17296,11884,"array([0.94319715, 8.19736395])"
17297,31998,"array([0.94247586, 8.19765052])"
17298,33455,"array([0.9242886 , 8.22887259])"
17299,1347,"array([0.92147635, 8.2277934 ])"
17300,21573,"array([0.92803477, 8.2200625 ])"
17301,10887,"array([0.96131971, 8.20289071])"
17302,13730,"array([0.95780811, 8.22918099])"
17303,30664,"array([0.9545955 , 8.20353706])"
17304,15279,"array([0.95245515, 8.21344351])"
17305,20119,"array([0.95489507, 8.20696072])"
17306,32827,"array([0.96900522, 8.21962726])"
17307,14245,"array([0.92576529, 8.19632256])"
17308,19521,"array([0.95192159, 8.21963709])"
17309,11250,"array([0.93606373, 8.20460603])"
17310,21745,"array([0.92987344, 8.22331865])"
17311,19677,"array([0.95228002, 8.21084606])"
17312,36649,"array([0.95221032, 8.20664612])"
17313,22215,"array([0.92490083, 8.24363701])"
17314,36153,"array([0.94951608, 8.23559076])"
17315,6161,"array([0.94465517, 8.22853682])"
17316,27415,"array([0.95444656, 8.21602542])"
17317,33042,"array([0.95907415, 8.2048686 ])"
17318,34252,"array([0.96754352, 8.16624462])"
17319,30098,"array([0.93179221, 8.20235926])"
17320,36364,"array([0.92320556, 8.20732813])"
17321,29851,"array([0.95531848, 8.20729541])"
17322,19619,"array([0.93970747, 8.21269144])"
17323,19125,"array([0.9409055 , 8.22535352])"
17324,35929,"array([0.92819516, 8.20464254])"
17325,26587,"array([0.92005269, 8.20256797])"
17326,11893,"array([0.93958145, 8.18768849])"
17327,32360,"array([0.93056325, 8.20502316])"
17328,27311,"array([0.95552804, 8.20919863])"
17329,36166,"array([0.96738049, 8.22069647])"
17330,10997,"array([0.94446132, 8.21543692])"
17331,23715,"array([0.92683243, 8.18151652])"
17332,22851,"array([0.92381295, 8.24361032])"
17333,11907,"array([0.96785593, 8.20040988])"
17334,14521,"array([0.92323352, 8.20787058])"
17335,5676,"array([0.92083808, 8.20940299])"
17336,19774,"array([0.9392261 , 8.20144542])"
17337,27195,"array([0.96502074, 8.2279509 ])"
17338,26097,"array([0.92894964, 8.20037782])"
17339,22900,"array([0.94294976, 8.20118679])"
17340,30255,"array([0.9572377 , 8.19635793])"
17341,7809,"array([0.96201717, 8.18833628])"
17342,27269,"array([0.95049488, 8.21186585])"
17343,10209,"array([0.96426254, 8.21031815])"
17344,24539,"array([0.93296544, 8.17001912])"
17345,30000,"array([0.96018117, 8.18897509])"
17346,7085,"array([0.94809692, 8.18312605])"
17347,26032,"array([0.95988192, 8.21367667])"
17348,3655,"array([0.94026641, 8.20644592])"
17349,30020,"array([0.95707448, 8.20794684])"
17350,13608,"array([0.95021719, 8.228381  ])"
17351,21611,"array([0.92912474, 8.21244585])"
17352,14437,"array([0.93068162, 8.23467203])"
17353,30076,"array([0.93289894, 8.19281205])"
17354,3769,"array([0.95061148, 8.21571973])"
17355,22460,"array([0.94832354, 8.19493704])"
17356,36609,"array([0.9440137 , 8.20522353])"
17357,40032,"array([0.94197816, 8.2121936 ])"
17358,16401,"array([0.93075368, 8.23057558])"
17359,19375,"array([0.95785954, 8.21020107])"
17360,21507,"array([0.93526357, 8.20480701])"
17361,19002,"array([0.93283195, 8.21681522])"
17362,13379,"array([0.95166458, 8.22061914])"
17363,8161,"array([0.94408512, 8.22529771])"
17364,13865,"array([0.94019091, 8.1921472 ])"
17365,14213,"array([0.91825299, 8.19433261])"
17366,14641,"array([0.95666742, 8.22914627])"
17367,26952,"array([0.95065486, 8.21318458])"
17368,13621,"array([0.96348341, 8.19550547])"
17369,32120,"array([0.94632097, 8.23787447])"
17370,14801,"array([0.91603176, 8.21124882])"
17371,15303,"array([0.94334939, 8.21877993])"
17372,10551,"array([0.93209933, 8.22067156])"
17373,13703,"array([0.95157477, 8.19485085])"
17374,29935,"array([0.93403764, 8.19429947])"
17375,22330,"array([0.94697433, 8.22171707])"
17376,32824,"array([0.94984674, 8.20352796])"
17377,6099,"array([0.92359166, 8.20069986])"
17378,12192,"array([0.94558969, 8.20064718])"
17379,8085,"array([0.94693792, 8.19907769])"
17380,7247,"array([0.92403589, 8.18274009])"
17381,12152,"array([0.94044734, 8.22965867])"
17382,539,"array([0.89117192, 8.20309785])"
17383,3916,"array([0.89001607, 8.20478756])"
17384,36096,"array([0.92860677, 8.21265491])"
17385,22182,"array([0.94113408, 8.21842681])"
17386,11605,"array([0.93462388, 8.21895861])"
17387,19514,"array([0.93432593, 8.21471164])"
17388,27307,"array([0.95399883, 8.21767108])"
17389,11609,"array([0.94435027, 8.22277427])"
